id,Titel,Body,Kategorie,Datum,Quelle
14,EU tells British PM Johnson to stop playing 'stupid' Brexit blame game,"The European Union accused Britain of playing a “stupid blame game” over Brexit on Tuesday after a Downing Street source said a deal was essentially impossible because German Chancellor Angela Merkel had made unacceptable demands. With just 23 days before the United Kingdom is due to leave the bloc, the future of Brexit remains deeply uncertain as both London and Brussels position themselves to avoid blame for a delay or a disorderly no-deal Brexit. In a sign that Johnson’s last-ditch proposals to bridge the Brexit impasse have failed, a Downing Street source said Merkel and Johnson had a frank exchange on Tuesday morning and she had made clear that a deal was “overwhelmingly unlikely”. The Downing Street source said that if Merkel’s position on Northern Ireland remaining in the EU’s customs union was the bloc’s position, then a deal was impossible. The biggest hurdle to a deal remains the post-Brexit border arrangements between the British province of Northern Ireland and EU member Ireland.  “If this represents a new established position then it means a deal is essentially impossible not just now but ever,” the Downing Street source said. Johnson insists Northern Ireland must leave the EU’s customs union with the rest of the UK. A spokesman for the German chancellor confirmed the call had taken place but declined to comment further. However, Norbert Roettgen, a senior Merkel ally, said there was no new German position on Brexit. “Frankly a deal on the basis of Johnson’s proposals by Oct. 31 has been unrealistic from the beginning...,” he said on Twitter. Verwandte ThemenVery difficult to secure Brexit deal by next week: Irish PMEU parliament head says 'no progress' in Brexit talksSee more stories Pressured by Brexit jitters, the pound fell 0.5% to $1.2226. The EU was scathing about Johnson’s stance. “Boris Johnson, what’s at stake is not winning some stupid blame game,” European Council President Tusk said on Twitter. “At stake is the future of Europe and the UK as well as the security and interests of our people. You don’t want a deal, you don’t want an extension, you don’t want to revoke, quo vadis?” Such abrupt remarks indicate the Brexit blame game has begun in earnest, and that now both London and EU capitals are preparing for an acrimonious and potentially chaotic Brexit for which neither side wants to be held responsible. Adding to the gloom, European Parliament President David Sassoli said after meeting Johnson on Tuesday there had been no progress in the Brexit talks. “If his ideas are limited to what he presented to the negotiator (Michel) Barnier five days ago, it means that he doesn’t actually want an agreement,” Sassoli, an Italian, told reporters, speaking through a translator in London. However, a Downing Street spokesman reiterated that Johnson wanted to leave the EU with a deal and said the proposals he had made last week respected both the Good Friday peace agreement on the island of Ireland and the EU’s single market. Johnson and his Irish counterpart Leo Varadkar reiterated their desire for a Brexit deal in a phone conversation on Tuesday evening and agreed to meet later this week, a Downing Street spokesperson said. Britain's Prime Minister Boris Johnson meets with European Parliament President David Sassoli (not pictured), at Downing Street, in London, Britain October 8, 2019. Aaron Chown/Pool via REUTERSBREXIT BLAME GAME A disorderly Brexit could rip apart the United Kingdom, endanger peace in Northern Ireland, hurt global growth and shape the future of the European Union, which was built on the ruins of World War Two. An array of remarks by unidentified British sources laid bare just how far apart the two sides are after three years of tortuous haggling over the first departure of a sovereign state from the EU. Brexit talks are now reaching a critical moment, a British spokesman said in Brussels, where Johnson’s Brexit negotiator David Frost was in meetings with EU officials. A separate Downing Street source told Reuters that unless the European Union compromises and does a Brexit deal shortly, then the United Kingdom will leave without a deal. Arlene Foster, the leader of the Northern Irish Democratic Unionist Party that supports Johnson’s government, accused the EU and Ireland of trying to trap the British province in a permanent customs union. Ireland braced for the worst with a no-deal Brexit budget while Britain announced its no-deal tariff plan and updated its preparations for a no-deal exit - a nightmare scenario for many big businesses. Johnson has consistently said the United Kingdom will leave the EU on Oct. 31 with or without a deal, though a law passed by parliament demands he write a letter to the EU asking for a delay if he cannot strike an exit deal by Oct. 19. He has said he would abide by the law but Britain would leave the EU by the end of the month, without explaining that contradiction. He has also repeatedly demanded an election but parliament has refused to grant one. Slideshow (3 Images)Scotland’s top court will rule on Wednesday whether to order Johnson to abide by the law forcing a delay and if it could sign a letter asking for an extension if he refuses to do so himself. The Spectator magazine quoted an unidentified source in Downing Street as saying that Britain would take an aggressive stance toward the EU if Brexit talks break down, possibly even by withholding security cooperation. “This government will not negotiate further so any delay would be totally pointless,” the source was quoted as saying. “We’ll either leave with no deal on 31 October or there will be an election and then we will leave with no deal.” ",Weltnachrichten,2019-10-08 00:00:00,Reuters
15,"Asian shares, oil ease as U.S.-China standoff spreads","Asian stocks fell the most in a week on Wednesday as the United States and China’s broadening dispute over trade and foreign policy showed little sign of coming to an end, weighing on global economic growth. FILE PHOTO: An investor sits in front of a board showing stock information at a brokerage office in Beijing, China, December 7, 2018.  REUTERS/Thomas Peter/File PhotoMSCI's broadest index of Asia-Pacific shares outside Japan was down 0.61%. Chinese shares .CSI300 fell 0.32% after briefly touching a five-week low. Australian shares  were down 0.76%. Pan-region Euro Stoxx 50 futures STXEc1 edged up 0.03%, German DAX futures FDXc1 rose 0.03%, while FTSE futures FFIc1 eased 0.08%. The U.S. Treasury yield curve steepened after U.S. Federal Reserve Chair Jerome Powell signaled further interest rate cuts and the resumption of bond purchases to address a recent spike in money markets rates. Oil prices extended declines as U.S. visa restrictions on Chinese officials and the addition of more Chinese companies to a U.S. trade blacklist weighed on already slim hopes that Washington and Beijing could reach a truce at trade negotiations this week. The United States and China are engaged in a year-long row that has slowly expanded beyond trade policy, suggesting even more damage to an already fragile global economy. “Stock markets are still trying to price in the slowdown in global growth,” said Kiyoshi Ishigane, chief fund manager at Mitsubishi UFJ Kokusai Asset Management Co in Tokyo. “The dispute between the United States and China shows no sign of ending. We’re losing confidence in the U.S. economy. There’s more uncertainty about where the Fed is really headed.” U.S. stock futures ESc1 rose 0.16%, but sentiment was weak after the S&P 500 ended 1.56% lower on Tuesday in response to the U.S. visa restrictions. Japan's Nikkei .N225 slid 0.73%, its biggest decline in a week. Hong Kong shares .HSI fell 0.68% due to persistent worries about often violent protest against China's rule of the former British colony. Shares fell in Apple Inc’s (AAPL.O) suppliers in Greater China, such as Luxshare Precision (002475.SZ) and O-Film Tech (002456.SZ), after China’s state media criticized the iPhone maker for an app use by Hong Kong protesters. The U.S. State Department announced the visa restrictions just a day after the U.S. Commerce Department cited the mistreatment of Uighur Muslims in China in its decision to add 20 Chinese public security bureaus and eight companies to a trade blacklist. The U.S. moves cast a pall over U.S.-China trade talks in Washington, where deputy negotiators met for a second day to prepare for the first minister-level meetings in more than two months on Thursday and Friday. Washington is also moving ahead with discussions about restrictions on capital flows into China, Bloomberg reported. Tit-for-tat tariffs imposed by the United States and China have roiled financial markets and slowed capital investment and trade flows. U.S. President Donald Trump has said tariffs on Chinese imports will rise on Oct. 15 if no progress is made in the negotiations. In currencies, the onshore yuan CNY=CFXS opened at its weakest since Sept. 6 but then traded relatively flat at 7.1434 per dollar. Sterling GBP=D3 traded near a one-month low of $1.2196 due to reports that Brexit talks between Britain and the European Union were close to breaking down. The dollar index .DXY was little changed at 99.095. The euro EUR=EBS traded at $1.0962, and the yen JPY=EBS fell slightly to 107.15 per dollar. (GRAPHIC: Bank reserves held at the Fed - here.jpg) The spread between two-year and 10-year Treasuries, the most common definition of the yield curve, widened to 11.3 basis points. The Fed’s Powell, in a speech on Tuesday, flagged openness to further rate cuts and said the time to allow the Fed’s asset holdings to begin to expand again “is now upon us.” The U.S. central bank had been shrinking its balance sheet as it unwound crisis-era bond buying programs. Recent volatility in U.S. money markets raised concern the Fed’s balance sheet had become too small, leaving banks with inadequate reserves. Powell said balance sheet expansion should not be read as an effort to stimulate the economy, but weak data on the U.S. manufacturing and services sector last week rattled investors’ confidence that the U.S. economy remained robust. U.S. crude CLc1 fell 0.48% to $52.38 per barrel. Brent crude LCOc1 fell 0.41% to $58.00 a barrel.  A larger-than-expected increase in U.S. crude inventories added to fears that the global oil market will continue to struggle with excess supply. ",Top-Nachrichten,2019-10-09 00:00:00,Reuters
16,White House calls House impeachment probe unconstitutional,"The White House on Tuesday rejected an impeachment inquiry launched by Democrats in the House of Representatives as “constitutionally invalid” and said it would refuse to cooperate with the probe absent a vote of the full House. FILE PHOTO: The White House is seen through a metal gate in Washington, U.S., October 6, 2019. REUTERS/Erin Scott/File PhotoAn eight-page letter signed by White House counsel Pat Cipollone was sent to House Speaker Nancy Pelosi, the top U.S. Democrat, and the Democratic chairs of the House intelligence, foreign affairs and oversight committees. Pelosi argues the impeachment inquiry she launched is constitutional and that no House vote is necessary at this juncture. The inquiry was started based on accusations from a government whistleblower that President Donald Trump sought Ukraine’s help in investigating Democratic rival Joe Biden. The White House argued that the three other impeachment inquiries in American history, against presidents Andrew Johnson, Richard Nixon and Bill Clinton, all included House votes, and that this should serve as precedent for the impeachment of President Donald Trump. “Proceeding without a House vote is unprecedented in the history of our nation. In every prior occasion for a presidential impeachment inquiry there has been a vote of the House,” said a senior administration official, speaking as the letter was released. The letter said Trump has been denied basic due process rights, such as to cross-examine witnesses, call witnesses to testify, receive transcripts of testimony, and have access to evidence. “All of this violates the Constitution, the rule of law, and every past precedent,” the letter said. It said the Supreme Court has recognized that due process protections apply to all congressional investigations. The letter was the result of an intense behind-the-scenes effort in recent days by White House lawyers to respond to the Democrats’ impeachment bid. One concern the White House has involves the whistleblower. House Democrats are working to protect the identity of the person who has accused Trump of impropriety in his dealings with Ukraine. “There shouldn’t be a situation where you can have a primary witness, an accuser in an impeachment inquiry, and the president never able to know who the accuser is and never able to cross examine him,” said the senior administration official. Trump has called the inquiry a partisan “witch hunt,” and released a summary transcript of his July 25 phone call with Ukraine President Volodymyr Zelenskiy in a bid at damage control. The letter argues - a contention denied by the Democrats - that the impeachment effort is simply aimed at reversing the result of the 2016 presidential election and influencing the 2020 election. “The decision as to who will be elected president in 2020 should rest with the people of the United States, exactly where the Constitution places it,” said the letter. ",Politik,2019-10-08 00:00:00,Reuters
17,U.S. lawyer Michael Avenatti gets trial date on charges of stealing from ex-client,"Lawyer Michael Avenatti, who became nationally known as an outspoken critic of U.S. President Donald Trump before his arrest earlier this year, will stand trial in April on charges that he stole from his former client Stormy Daniels, a federal judge ruled Tuesday. Attorney Michael Avenatti arrives at the  United States Courthouse in the Manhattan borough of New York City, U.S., October 8, 2019.  REUTERS/Brendan McDermidU.S. District Judge Deborah Batts set the April 21 trial date at a brief hearing in Manhattan federal court. The trial is expected to last one to two weeks. Avenatti, 48, was arrested in New York in March. New York prosecutors have charged him with stealing nearly $300,000 from Daniels in the course of representing her and helping her secure a book deal, to which he has pleaded not guilty. The prosecutors said Avenatti diverted two $148,750 installment payments from Daniels’ $800,000 book advance by forging her signature in a letter to her literary agent and directing that the money be sent to his bank account. Avenatti eventually paid $148,750 to Daniels after obtaining the funds from another source, according to prosecutors. However, when Daniels asked about the second payment, Avenatti falsely told Daniels the publisher “owes me a payment” and that he was “on it,” prosecutors said. Avenatti’s lawyer, Dean Steward, said at Tuesday’s hearing that he was considering filing a motion to dismiss the case on the grounds that it was motivated by the “vindictiveness” of Avenatti’s political enemies in the Trump administration. Batts, however, expressed skepticism. “This office is not known for being vindictive,” she said of the Manhattan federal prosecutors who brought the charges. Avenatti is charged in a separate federal case in New York with trying to extort Nike Inc. Prosecutors in that case have accused Avenatti of threatening to publicize claims that Nike arranged for payments to elite college basketball recruits unless the athletic wear company paid him more than $20 million and hired him to manage an internal probe. A trial in that case had been scheduled for November, but Avenatti has asked that it be postponed until January. He is also charged by federal prosecutors in Los Angeles with stealing millions of dollars from clients to pay for personal and business expenses and lying to the Internal Revenue Service and a Mississippi bank about his finances. A trial in that case is scheduled for May 19. Avenatti has pleaded not guilty to all of the charges. Reporting By Brendan Pierson in New York; ",Politik,2019-10-08 00:00:00,Reuters
18,U.S. senators call for probe of Brazilian meatpacker JBS,"Two U.S. senators called on the U.S. Treasury on Tuesday to open an investigation into the world’s largest meat processing company, Brazil’s JBS S.A. (JBSS3.SA), due to alleged ties with the Venezuelan government of leftist President Nicolas Maduro. FILE PHOTO: A worker spreads salted meat which will be dried and then packed at a plant of JBS S.A, the world's largest beef producer, in Santana de Parnaiba, Brazil December 19, 2017. REUTERS/Paulo WhitakerPresident Donald Trump’s government has imposed sanctions on dozens of top Venezuelan officials as well as state oil company PDVSA in an effort to remove Maduro, whom it accuses of fixing elections last year and abusing human rights in the oil-rich nation.  Senators Marco Rubio and Robert Menendez sent a letter to Treasury Secretary Steven Mnuchin asking for the Committee on Foreign Investment in the United States (CFIUS) to review transactions by JBS, which has bought several American meat companies in recent years, Rubio’s press office said on Twitter. “This meat-processing conglomerate has engaged in illicit financial activities and has business ties with the Maduro regime,” the Twitter post said. In a statement, JBS said it had always cooperated “transparently” with U.S. authorities regarding “passed events” in Brazil. It had improved the management of the companies it acquired in the United States, delivering “solid results” that contributed to farm sector growth, JBS added, and continues to provide opportunities to farming and cattle-raising families. Venezuela’s Information Ministry did not immediately respond to a request for comment.  In August, Washington froze all Venezuelan state assets in the United States and threatened sanctions on any company continuing to do business with the government.  In their letter to Mnuchin, made public on Tuesday, the senators said CFIUS should investigate the business transactions among JBS, the Venezuelan Corporation of Foreign Trade (CORPOVEX) and Diosdado Cabello, a powerful ally of Maduro who is under U.S. sanctions. They did not provide further details about the alleged transactions. The senators said JBS had engaged in the bribery of public officials in Brazil to obtain funds to expand abroad, acquiring in recent years U.S. meat-packer Swift Foods Co and chicken producer Pilgrim’s Pride Corp. Brothers Joesley and Wesley Batista, founders of JBS’s holding company J&F, signed plea bargain and leniency deals in May 2017, in which they confessed to running a political bribery ring in Brazil. “We ask CFIUS conduct a review of JBS SA’s acquisition of U.S. companies to assess the implications for security and safety of America’s food supply and, in turn, our national security,” the senators said in their letter. ",Politik,2019-10-08 00:00:00,Reuters
19,Britain's Johnson faces cabinet revolt over no-deal Brexit: media,"British Prime Minister Boris Johnson is facing a fresh rebellion in his cabinet, with a group of ministers poised to resign due to concerns that he is leading the country towards a no-deal Brexit, The Times newspaper reported on Wednesday.  Culture Secretary Nicky Morgan, British Minister for Northern Ireland Julian Smith, Justice Secretary Robert Buckland, Health Minister Matt Hancock and Attorney General Geoffrey Cox are all on a ""resignation watch list"", according to The Times report bit.ly/33fODZW. An unnamed cabinet minister cited by the newspaper said that a “very large number” of Conservative members of parliament will quit if it comes to a no-deal Brexit.  The Times said that ministers had warned Johnson in a cabinet meeting about the “grave” risk of the return of direct rule in Northern Ireland and raised concerns about Dominic Cummings, Johnson’s top adviser. “Cabinet will set the strategy, not unelected officials. If this is an attempt to do that then it will fail”, the report quoted another cabinet minister as saying. While the Times newspaper did not specify how many Conservative lawmakers oppose a no-deal scenario, the Financial Times reported early on Wednesday that at least 50 members of parliament from the party will revolt against a general election manifesto pledging to pursue a no-deal Brexit. Certain lawmakers from the party are considering running on a softer individual Brexit platform or even standing aside altogether as a Tory candidate, the FT report added on.ft.com/2Mr4RIF. The media reports come as the European Union accused Britain of playing a “stupid blame game” over Brexit after a Downing Street source told Reuters a deal was essentially impossible because German Chancellor Angela Merkel had made unacceptable demands.   With just over three weeks before the United Kingdom is due to leave the European bloc, the future of Brexit remains deeply uncertain as both London and Brussels position themselves to avoid blame for a delay or a disorderly no-deal Brexit. ",Weltnachrichten,2019-10-09 00:00:00,Reuters
20,California wildfire risk prompts planned mass cutoff of PG&E power,"Nearly 800,000 California homes and businesses can expect to lose electricity for up to several days from Wednesday, in a planned PG&E power shutdown of unprecedented scale due to heightened wildfire risks from high winds, the utility said. FILE PHOTO: PG&E works on power lines to repair damage caused by the Camp Fire in Paradise, California, U.S. November 21, 2018.  To match Special Report USA-FUNDS/INDEX  REUTERS/Elijah Nouvelage/File PhotoPacific Gas & Electric Co, a unit of PG&E Corp, said on Tuesday it was extending a previously announced “public safety power shutoff” to 34 counties in northern and central California, marking the largest such precautionary outage the utility has undertaken to date. Power will be turned off to communities in stages, starting in northern California, just after 12:01 a.m. Wednesday, depending on the timing of high-wind conditions locally, PG&E said in a statement. Sustained gale-force winds were expected to last through midday Thursday, with isolated gusts of up to 70 miles per hour, the utility said. Once power is turned off, it cannot be restored until winds subside, allowing PG&E to inspect equipment for damage and make any repairs, it said. “We’re telling customers to be prepared for an outage that could last several days,” PG&E spokeswoman Tamar Sarkissian told Reuters. PG&E has come under increased scrutiny in recent years over maintenance of transmission wires and other equipment implicated in a number of major wildfires.     In May, state fire investigators determined that PG&E transmission lines caused the deadliest and most destructive wildfire on record in California, the wind-driven Camp Fire that killed 85 people in and around the town of Paradise last year. Cal Fire likewise concluded that PG&E power lines had sparked a separate flurry of wildfires that swept California’s wine country north of San Francisco Bay in 2017. PG&E filed for bankruptcy in January 2019, citing potential civil liabilities in excess of $30 billion from the North Bay and Camp Fires. RED-FLAG WARNING The California Department of Forestry and Fire Protection (Cal Fire) said “red-flag” warnings were posted across the entire state for what was shaping up to be the strongest wind event so far this season. The scope of the planned outage, extending to over half of California’s 58 counties, will far exceed the very first public safety power shutoff declared by PG&E in October of last year, which impacted 60,000 customers, Sarkissian said. Some consumer advocates have objected to the precautionary disruptions, saying they can harm people who need electricity for medical equipment. But PG&E promised to open community centers in 30 locations across the latest planned outage zone to furnish restrooms, bottled water, battery charging and air-conditioned seating during daytime hours. Sarkissian said PG&E had placed 45 helicopter crews and 700 extra ground personnel on standby for inspections and repairs once the latest wind event is over. Some equipment locations will require workers to hike into remote or mountainous areas for lack of vehicle access, she said. Reporting and writing by Steve Gorman in Los Angeles; Additional reporting Jim Christie in San Francisco; ",Inlandsnachrichten,2019-10-08 00:00:00,Reuters
21,UAW union pushes GM to boost U.S. auto production,"The United Auto Workers (UAW) union’s top negotiator in talks with General Motors Co (GM) to resolve a more than three-week strike said late Tuesday a key issue separating the two sides is job security. FILE PHOTO: General Motors assembly workers picket outside the General Motors Bowling Green plant during the United Auto Workers (UAW) national strike in Bowling Green, Kentucky, U.S., September 17, 2019.  REUTERS/Bryan Woolston/File Photo“We have made it clear that there is no job security for us when GM products are made in other countries for the purpose of selling them here in the U.S.A.,” UAW Vice President Terry Dittes wrote in a letter to UAW officials on the 23th day of the strike. “We believe that the vehicles GM sells here should be built here. We don’t understand GM’s opposition to this proposition.” The strike at the United States’ biggest carmaker began on Sept. 16, with its 48,000 UAW members seeking higher pay, greater job security, a bigger share of the automaker’s profit and protection of healthcare benefits. The strike has cost GM more than $1 billion and forced it to idle operations in Canada and Mexico. GM declined to comment on the UAW letter, which the union released to the media. Talks are set to resume Wednesday morning and the sides have exchanged numerous proposals since the strike began. GM’s production of trucks and sport-utility vehicles in Mexico has drawn anger among union workers. Through August, 526,000 of the 573,000 vehicles GM exported from Mexico were sent to the United States, equal to about a quarter of its U.S. sales. U.S. President Donald Trump and many lawmakers have also urged GM to build more vehicles in the United States. GM announced in November 2018 it would close four U.S. factories, including two assembly plants, and cut 15,000 jobs in North America. GM said in September before the strike began that it had offered to make $7 billion in new U.S. investments in eight facilities in four states, but did not specify timing, location or products with the exception of a planned electric truck. UAW workers are concerned that as GM shifts to more electric vehicles it will require fewer workers and that battery production may result in workers getting paid less than at existing transmission plants. Reuters has reported that GM has told the UAW it could  build a new battery plant near the now shuttered Lordstown, Ohio factory. To date, the strike has hit as many as 150,000 workers in the auto industry, a report from research and consulting firm Anderson Economic Group (AEG) showed on Tuesday. About 75,000 employees of auto parts suppliers have either been temporarily laid off or have seen their wages shrink due to the slump in demand from GM, according to the AEG report. About 5,000 workers at Michigan auto suppliers have filed for unemployment benefits as a result of the strike, the state said on Tuesday. AEG estimates that the strike has resulted in a $660 million profit hit for GM and more than $412 million in direct wage losses for all employees through the third week of the strike. Slideshow (2 Images)GM’s share price dropped by 2.5% on Tuesday as broader indexes fell. Its share price has lost 9% since the strike began, slicing more than $4 billion from the automaker’s market value. The stoppage has also led to $155 million in lost federal income and payroll tax revenue and $9.1 million in lost Michigan income tax revenue. Talks for a new four-year labor contract took a “turn for the worse” on Sunday after the UAW rejected GM’s latest offer but the two sides were still talking. ",Inlandsnachrichten,2019-10-08 00:00:00,Reuters
22,Protests resume in Iraq's Sadr City as uprising enters second week,"Iraq’s government issued a second package of proposed social reforms on Tuesday in an attempt to meet the demands of anti-government protesters who have demonstrated nationwide for eight days, with the loss of 110 lives and 6,000 wounded. Protesters demanding the removal of the government and a political class they view as corrupt have clashed with Iraqi security forces, mainly in the capital of Baghdad and the south. Tuesday’s 13-point plan issued by Prime Minister Adel Abdul Mahdi centers on subsidies and housing for the poor, as well as training and educational initiatives for unemployed youth. Following a cabinet meeting, the prime minister posted his reforms on social media, although most Iraqis have been cut off from the internet and social media for several days. Protests resumed on Monday night in Baghdad’s Sadr City district, with at least one of the security forces killed, although much of Iraq appeared quieter than it has been for a week, as politicians sought a way to end the uprising. Iraqi security forces began arresting protesters after nightfall on Tuesday in eastern and northwestern parts of Baghdad, police sources told Reuters. Police carried recent photographs of protesters to identify and arrest them. Iraq’s semi-official high commission for human rights said about 500 people had been released from the 800 detained last week.  Iraq’s military said on Tuesday one member of an Interior Ministry force was killed and four wounded when they came under fire from unknown assailants in Sadr City, where 15 people died the previous night in riots. In a telephone call with Abdul Madhi, U.S. Secretary of State Mike Pompeo condemned the violence, urging the government to exercise maximum restraint and take steps to tackle protesters’ grievances, the U.S. State Department said late on Tuesday. The two officials spoke recently, it said in a statement, but did not mention the date. The violence has been the worst in Iraq since it put down an insurgency by the Sunni Muslim Islamic State group nearly two years ago, and the biggest test for Abdul Mahdi, in office for a year.  The spread of the violence to Sadr City this week could heighten the security challenge. Unrest has historically been hard to put down in the district, home to about a third of Baghdad’s 8 million people, with little electricity or water and few jobs. Protesters set fire to tires outside the municipal council building and courthouse in Mudhaffar Square, police said, adding that gunfire that targeted the security forces came from a crowd of protesters. Verwandte ThemenRescue by tuk tuk as snipers rain death onto Baghdad streetsU.S.'s Pompeo urges Iraq's prime minister to tackle protesters’ grievancesDemonstrators say they have come under attack from members of the security forces using live ammunition. Reuters journalists have witnessed protesters being killed and wounded by snipers firing from rooftops into crowds. Iraq’s military on Tuesday called back into service those officers and soldiers dismissed on suspicions they abandoned cities and towns to an Islamic State onslaught in 2014. Parliament, which on Tuesday held its first session since the crisis began, discussed the move and reform plans aimed at pacifying protesters. ",Weltnachrichten,2019-10-08 00:00:00,Reuters
23,Explainer: Barr investigates the investigators of Russian meddling,"U.S. Attorney General William Barr has been traveling internationally to help investigate President Donald Trump’s complaints that his campaign was improperly targeted by U.S. intelligence and law enforcement agencies during the 2016 presidential election. Democrats and some former law-enforcement officials say he is using the Justice Department to chase unsubstantiated conspiracy theories that could benefit Trump politically and undermine Special Counsel Robert Mueller’s Russia investigation.  Mueller’s investigation found that Moscow interfered in the 2016 election to help Trump, and led to criminal convictions of several former campaign aides. But Mueller concluded that he did not have enough evidence to establish a criminal conspiracy with Russia. Some potential witnesses say they will not cooperate voluntarily with the Barr probe, which was announced after several congressional committees, the Justice Department’s internal watchdog and another U.S. prosecutor launched their own reviews.  That could pose problems for John Durham, the prosecutor tapped by Barr to lead the effort. WHAT IS BEING INVESTIGATED? Durham is examining whether U.S. intelligence and law-enforcement agencies acted properly when they examined possible ties between the Trump campaign and Russia, which ultimately led to Mueller’s investigation. Trump and some of his political allies say U.S. officials launched the probe to undermine his chances of winning the White House, though they have provided no evidence. The effort began in July 2016, when the Australian government alerted U.S. officials that a Trump foreign policy adviser, George Papadopoulos, had boasted to an Australian diplomat that the Russian government had material that could be damaging to Trump’s opponent, former Secretary of State Hillary Clinton.  Several months later, the FBI secured a court order to monitor Carter Page, a Trump campaign adviser who had traveled to Russia. Papadopoulos was later prosecuted by Mueller’s office and pleaded guilty to lying to the FBI. Page has not been charged. WHAT IS THE FOCUS OF THE INVESTIGATION? Barr has reached out to foreign governments for cooperation. According to a source familiar with the matter, Barr and Durham traveled to Rome in September to meet with Italian intelligence officials about Joseph Mifsud, a Maltese university professor who, according to Mueller’s report, had contacts with Russian intelligence officials and told Papadopoulos that Russia had potentially damaging Clinton-related emails. Papadopoulos has claimed that Mifsud was working for the U.S. Central Intelligence Agency and accused the Italian prime minister at the time, Matteo Renzi, of trying to undermine Trump’s 2016 campaign. Renzi said he plans to sue for defamation. U.S. Attorney General William Barr attends a Presidential Medal of Freedom ceremony in honor of former Attorney General Edwin Meese in the Oval Office of the White House in Washington, October 8, 2019.  REUTERS/Leah MillisBarr has also reached out to Australia, which has pledged to cooperate. He met with security agencies and government officials in the United Kingdom in July, according to sources familiar with the matter. People in Ukraine have also been sharing information, according to the Justice Department, but as of two weeks ago, Barr had not spoken with government officials there.  Several former Justice Department officials say Barr’s involvement is inappropriate. A Justice Department spokeswoman declined to comment about the investigation. Durham’s probe seems to be moving at a more deliberate pace in Washington. While the FBI says it has been cooperating, senior figures involved in the 2016 investigation have not yet heard from Durham’s team, according to sources familiar with the matter.  Among them: former FBI general counsel James A. Baker; former CIA Director John Brennan; former Director of National Intelligence James Clapper; former FBI agent Peter Strzok; and David Laufman, a former senior Justice Department official. “There are no indications that this is an actual investigation,” said Shawn Turner, a spokesman for Clapper. Carter Page, the initial target of the surveillance, also told Reuters he had not heard from Durham’s team, but said he had been providing the Justice Department with unsolicited information. Papadopoulos declined to comment. Other key figures may not be willing to cooperate with the investigation.  Christopher Steele, the former British intelligence officer whose research linking Trump to Russia helped fuel the FBI’s initial investigation, does not intend to cooperate with Durham’s probe if asked, according to a source familiar with his views.  Current and former officials at the State Department also are unwilling to participate voluntarily, according to a congressional source. That could create a hurdle for Durham, who according to the New York Times, was not given the authority to subpoena witnesses.  HOW DOES IT DIFFER FROM THE OTHER TWO INVESTIGATIONS? The Justice Department’s internal watchdog, Inspector General Michael Horowitz, has completed a separate, related investigation. His office is going through the process of removing classified information before it releases its findings to the public. That probe, launched in 2018, focuses on whether the FBI followed proper procedures when it asked the Foreign Intelligence Surveillance Court for permission to monitor Page, the Trump adviser, in 2016. Slideshow (2 Images)Separately, former Attorney General Jeff Sessions in 2017 assigned Utah’s top federal prosecutor, John Huber, to review a wide range of issues that Republicans had raised, including the FBI’s conduct during investigations related to Clinton and Trump.  Huber has ceded some portions of his probe to Durham and is waiting for Horowitz to finish his review. (This story has been corrected to fix characterization of emails)  ",Politik,2019-10-08 00:00:00,Reuters
